Movie ID, Movie Name
0025004,The Count of Monte Cristo (1934)
0025132,Forsaking All Others (1934)
0025263,Hollywood Party (1934)
0025290,Ive Got Your Number (1934)
0025301,Imitation of Life (1934)
0025316,It Happened One Night (1934)
0025318,Its a Gift (1934)
0025330,Jimmy the Gent (1934)
0025409,The Little Minister (1934)
0025452,The Man Who Knew Too Much (1934)
0025456,Man of Aran (1934)
0025461,Mandalay (1934)
0025464,Manhattan Melo  (1934)
0025494,Merry Wives of Reno (1934)
0025586,Of Human Bondage (1934)
0025590,The Old Fashioned Way (1934)
0025591,Oliver the Eighth (1934)
0025746,The Scarlet Empress (1934)
0025803,Smarty (1934)
0025878,The Thin Man (1934)
0025913,Triumph des Willens (1935)
0025919,Twentieth Century (1934)
0025929,Ukikusa monogatari (1934)
0025948,Viva Villa (1934)
0026029,The 39 Steps (1935)
0026138,Bride of Frankenstein (1935)
0026202,Cheer Up (1936)
0026362,The Fixer Uppers (1935)
0026529,The Informer (1935)
0026721,Miss Pacific Fleet (1935)
0026743,Maria Marten or The Murder in the Red Barn (1935)
0026752,Mutiny on the Bounty (1935)
0026778,A Night at the Opera (1935)
0026912,The Raven (1935)
0026966,Sanders of the River (1935)
0026971,A Scream in the Night (1935)
0027075,A Tale of Two Cities (1935)
0027089,Thicker Than Water (1935)
0027125,Top Hat (1935)
0027133,Traveling Saleslady (1935)
0027194,Werewolf of London (1935)
0027302,Anything Goes (1936)
0027331,Banjo on My Knee (1936)
0027376,The Bohemian Girl (1936)
0027462,Conflict (1936)
0027478,Le  de Monsieur Lange (1936)
0027481,The Crimes of Stephen Hawke (1936)
0027532,Dodsworth (1936)
0027630,Follow the Fleet (1936)
0027652,Fury (1936)
0027657,The Garden of Allah (1936)
0027686,Gold Diggers of 1937 (1936)
0027698,The Great Ziegfeld (1936) 
0027752,Hitori musuko (1936)
0027800,The Invisible Ray (1936)
0027893,Little Lord Fauntleroy (1936)
0027948,Mary of Scotland (1936) 
0027977,Modern Times (1936)
0028010,My Man Godfrey (1936)
0028021,Naniwa erejå (1936)
0028030,Night Mail (1936)
0028074,The Pace That Kills (1935)
0028212,Sabotage (1936)
0028231,Secret Agent (1936)
0028241,Shadow of Chinatown (1936)
0028333,Swing Time (1936)
0028346,Tell Your Children (1936)
0028358,Things to Come (1936)
0028557,Affairs of Cappy Ricks (1937)
0028597,The Awful Truth (1937)
0028683,Camille (1936)
0028691,Captains Courageous (1937)
0028772,A Day at the Races (1937)
0028950,La grande illusion (1937)
0029146,The Life of Emile Zola (1937) 
0029179,Madame X (1937)
0029192,Make Way for Tomorrow (1937)
0029201,The Man Who Could Work Miracles (1936)
0029284,My Favorite Wife (1940)
0029442,The Prisoner of Zenda (1937)
0029499,Rosalie (1937)
0029539,Seventh Heaven (1937)
0029546,Shall We Dance (1937)
0029583,Snow White and the Seven Dwarfs (1937) 
0029606,A Star Is Born (1937)
0029608,Stella Dallas (1937)
0029658,They Wont Forget (1937)
0029671,The Ticket of Leave Man (1937)
0029725,Varsity Show (1937)
0029747,Way Out West (1937)
0029808,You Only Live Once (1937)
0029811,Young and Innocent (1937)
0029843,The  s of Robin Hood (1938)
0029850,Aleksandr Nevskiy (1938)
0029892,The Bad Man of Brimstone (1937)
0029923,Block-Heads (1938)
0029947,Bringing Up Baby (1938)
0029989,Child Bride (1938)
0029992,A Christmas Carol (1938)
0030241,Holiday (1938)
0030341,The Lady Vanishes (1938)
0030372,My Irish Molly (1938)
0030413,Mannequin (1937)
0030637,Pygmalion (1938)
0030643,Le quai des brumes (1938)
0030657,Rebecca of Sunnybrook Farm (1938)
0030732,Service de Luxe (1938)
0030744,The Shopworn Angel (1938)
0030824,Swiss Miss (1938)
0030848,Test Pilot (1938)
0030879,Too Hot to Handle (1938)
0030922,Vacation from Love (1938)
0030993,You Cant Take It with You (1938)
0031022,The  s of Sherlock Holmes (1939)
0031054,Arrest Bulldog Drummond (1939)
0031055,The Arsenal Stadium  (1939)
0031060,At the Circus (1939)
0031088,Beau Geste (1939)
0031143,The Cat and the Canary (1939)
0031229,The Devils Daughter (1939)
0031235,Dodge City (1939)
0031252,Drums Along the Mohawk (1939)
0031322,The Flying Deuces (1939)
0031334,The Four Feathers (1939)
0031359,Gaslight (1940)
0031381,Gone with the Wind (1939)
0031385,Goodbye Mr. Chips (1939)
0031394,The Green Hornet (1940)
0031448,The Hound of the Baskervilles (1939)
0031455,The Hunchback of Notre Dame (1939)
0031505,Jamaica Inn (1939)
0031514,Le jour se läve (1939)
0031580,The Little Princess (1939)
0031602,Made for Each Other (1939)
0031647,Midnight (1939)
0031679,Mr. Smith Goes to Washington (1939)
0031725,Ninotchka (1939)
0031742,Of Mice and Men (1939)
0031754,On Borrowed Time (1939)
0031762,Only Angels Have Wings (1939)
0031796,The Phantom Creeps (1939)
0031826,The Private Lives of Elizabeth and Essex (1939) 
0031828,The Proud Valley (1940)
0031851,The Return of Doctor X (1939)
0031867,The Roaring Twenties (1939)
0031877,Rose of Washington Square (1939)
0031885,La rägle du jeu (1939)
0031971,Stagecoach (1939)
0032045,Torchy Runs for Mayor (1939)
0032138,The Wizard of Oz (1939)
0032143,The Women (1939)
0032145,Wuthering Heights (1939)
0032155,Young Mr. Lincoln (1939) 
0032194,All This and Heaven Too (1940)
0032234,The Bank Dick (1940)
0032258,Black Friday (1940)
0032290,Buck Rogers (1939)
0032338,Christmas in July (1940)
0032339,A Chump at Oxford (1940)
0032366,Crimes at the Dark House (1940)
0032376,Dance Girl
0032390,The Devil Bat (1940)
0032455,Fantasia (1940) 
0032484,Foreign Correspondent (1940)
0032536,Go West (1940)
0032551,The Grapes of Wrath (1940)
0032553,The Great Dictator (1940)
0032554,The Great McGinty (1940)
0032559,The Green Hornet Strikes Again (1940)
0032599,His Girl Friday (1940)
0032609,The House Across the Bay (1940)
0032643,It All Came True (1940)
0032676,Knute Rockne All American (1940) 
0032762,The Mark of Zorro (1940)
0032828,My Little Chickadee (1940)
0032842,Night Train to Munich (1940)
0032863,The Old South (1940)
0032904,The Philadelphia Story (1940)
0032910,Pinocchio (1940)   
0032946,Primrose Path (1940)
0032976,Rebecca (1940)
0033022,Saps at Sea (1940)
0033028,The Sea Hawk (1940)
0033045,The Shop Around the Corner (1940)
0033105,Strange Cargo (1940)
0033149,They Drive by Night (1940)
0033152,The Thief of Bagdad (1940)
0033234,Wagon Train (1940)
0033317, s of Captain Marvel (1941)
0033373,Ball of Fire (1941)
0033467,Citizen Kane (1941)
0033517,A Date with the Falcon (1942)
0033553,Dr. Jekyll and Mr. Hyde (1941)
0033558,Dressed to Kill (1941)
0033563,Dumbo (1941)
0033650,The Gay Falcon (1941)
0033717,High Sierra (1941)
0033729,How Green Was My Valley (1941)
0033804,The Lady Eve (1941)
0033836,The Little Foxes (1941)
0033867,Maisie Was a Lady (1941)
0033870,The Maltese Falcon (1941)
0033871,A Man Betrayed (1941)
0033874,The Man Who Came to Dinner (1942)
0033879,Man Made Monster (1941)
0033891,Meet John Doe (1941)
0033902,Men of Boys Town (1941)
0033922,Mr. &amp; Mrs. Smith (1941)
0033945,Never Give a Sucker an Even Break (1941)
0034167,Sergeant York (1941) 
0034175,The Shanghai Gesture (1941)
0034204,The Smiling Ghost (1941)
0034232,Steel Against the Sky (1941)
0034236,The Strawberry Blonde (1941)
0034240,Sullivans Travels (1941)
0034248,Suspicion (1941)
0034298,Todake no kyodai (1941)
0034386,When Ladies Meet (1941)
0034398,The Wolf Man (1941)
0034428,Across the Pacific (1942)
0034433,The Affairs of Martha (1942)
0034458,Andy Hardys Double Life (1942)
0034478,Lassassin habite... au 21 (1942)
0034492,Bambi (1942) 
0034522,The Black Swan (1942)
0034546,Bowery at Midnight (1942)
0034583,Casablanca (1942)
0034587,Cat People (1942)
0034591,Chichi ariki (1942)
0034618,The Courtship of Andy Hardy (1942)
0034711,Eyes in the Night (1942)
0034716,The Falcon Takes Over (1942)
0034717,The Falcons Brother (1942)
0034734,The First of the Few (1942) 
0034778,Gentleman Jim (1942) 
0034786,The Ghost of Frankenstein (1942)
0034798,The Glass Key (1942)
0034862,Holiday Inn (1942)
0034891,In Which We Serve (1942)
0034978,Listen to Britain (1942)
0035015,The Magnificent Ambersons (1942)
0035017,La main du diable (1943)
0035093,Mrs. Miniver (1942)
0035105,My Sister Eileen (1942)
0035140,Now Voyager (1942)
0035153,One of Our Aircraft Is Missing (1942)
0035160,Ossessione (1943)
0035238,Random Harvest (1942)
0035279,Saboteur (1942)
0035308,Seven Miles from Alcatraz (1942)
0035317,Sherlock Holmes and the Secret Weapon (1942)
0035318,Sherlock Holmes and the Voice of Terror (1942)
0035369,The Spoilers (1942)
0035417,The Talk of the Town (1942)
0035421,Ten Gentlemen from West Point (1942)
0035423,Kate &amp; Leopold (2001)
0035432,This Gun for Hire (1942)
0035446,To Be or Not to Be (1942)
0035521,Les visiteurs du soir (1942)
0035575,Yankee Doodle Dandy (1942) 
0035583,You Were Never Lovelier (1942)
0035608,  in the North Atlantic (1943)
0035616,Air Force (1943)
0035640,The Ape Man (1943)
0035733,Chicken Little (1943) Animation 
0035798,The Desperadoes (1943)
0035807,Distinto amanecer (1943)
0035854,The Falcon Strikes Back (1943)
0035855,The Falcon and the Co-eds (1943)
0035856,The Falcon in Danger (1943)
0035884,Five Graves to Cairo (1943)
0035899,Frankenstein Meets the Wolf Man (1943)
0035957,Guadalcanal Diary (1943)
0035966,Hangmen Also Die (1943)
0035979,Heaven Can Wait (1943)
0036027,I Walked with a Zombie (1943)
0036037,Immortal Sergeant (1943)
0036098,Lassie Come Home (1943)
0036112,The Life and Death of Colonel Blimp (1943)
0036126,Madame Curie (1943) 
0036154,Meshes of the Afternoon (1943)
0036189, of the 13th Guest (1943)
0036217,The North Star (1943)
0036233,Old Mother Riley Detective (1943)
0036244,The Ox-Bow Incident (1943)
0036261,Phantom of the Opera (1943)
0036342,Shadow of a Doubt (1943)
0036349,Sherlock Holmes in Washington (1943)
0036395,A Stranger in Town (1943)
0036407,Swing Shift Maisie (1943)
0036506,Vredens dag (1943)
0036515,Watch on the Rhine (1943)
0036549,Yellow Canary (1943)
0036613,Arsenic and Old Lace (1944)
0036621,Aventure malgache (1944)
0036625,Barbary Coast Gent (1944)
0036641,Between Two Worlds (1944)
0036671,Bride by Mistake (1944)
0036673,Broadway Rhythm (1944)
0036677,Buffalo Bill (1944)
0036695,A Canterbury Tale (1944)
0036731,Cry of the Werewolf (1944)
0036775,Double Indemnity (1944)
0036777,Dragon Seed (1944)
0036810,The Falcon in Hollywood (1944)
0036855,Gaslight (1944)
0036868,The Best Years of Our Lives (1946)
0036872,Going My Way (1944)
0036891,Hail the Conquering Hero (1944)
0036914,Hets (1944)
0036940,Ill Be Seeing You (1944)
0036969,Jane Eyre (1943)
0037008,Laura (1944)
0037017,Lifeboat (1944)
0037027,Lost in a Harem (1944)
0037059,Meet Me in St. Louis (1944)
0037075,Ministry of Fear (1944)
0037101,Murder My Sweet (1944)
0037120,National Velvet (1944)
0037179,A Place of Ones Own (1945)
0037318,Strangers in the Night (1944)
0037323,The Sullivans (1944) 
0037382,To Have and Have Not (1944)
0037415,The Uninvited (1944)
0037469,The Woman in the Window (1944)
0037494,-1945
0037508,Along Came Jones (1945)
0037514,Anchors Aweigh (1945)
0037515,And Then There Were None (1945)
0037536,The Bells of St. Marys (1945)
0037549,The Body Snatcher (1945)
0037558,Brief Encounter (1945)
0037627,Dakota (1945)
0037630,Les dames du Bois de Boulogne (1945)
0037635,Dead of Night (1945)
0037638,Detour (1945)
0037674,Les enfants du paradis (1945)
0037690,The Falcon in San Francisco (1945)
0037736,George Whites Scandals (1945)
0037749,The Great Flamarion (1945)
0037795,The House on 92nd Street (1945)
0037800,I Know Where Im Going (1945)
0037820,Isle of the Dead (1945)
0037865,Leave Her to Heaven (1945)
0037884,The Lost Weekend (1945)
0037913,Mildred Pierce (1945)
0037931,Murder He Says (1945)
0037981,La perla (1947)
0037988,The Picture of Dorian Gray (1945)
0038057,Scarlet Street (1945)
0038108,The Spanish Main (1945)
0038109,Spellbound (1945)
0038213,The Valley of Decision (1945)
0038238,The Way to the Stars (1945)
0038279,13 Rue Madeleine (1947)
0038289,I See a Dark Stranger (1946)
0038300,Angel on My Shoulder (1946)
0038341,Because of Him (1946)
0038348,La belle et la bàte (1946)
0038355,The Big Sleep (1946)
0038363,Blithe Spirit (1945)
0038369,The Blue Dahlia (1946)
0038417,Cloak and Dagger (1946)
0038455,The Dark Mirror (1946)
0038461,Deception (1946)
0038492,Dragonwyck (1946)
0038505,Easy to Wed (1946)
0038559,Gilda (1946)
0038574,Great Expectations (1946)
0038577,Green for Danger (1946)
0038615,The Hoodlum Saint (1946)
0038650,Its a Wonderful Life (1946)
0038669,The Killers (1946)
0038727,Margie (1946)
0038733,A Matter of Life and Death (1946)
0038762,My Darling Clementine (1946)
0038777,A Night in Casablanca (1946)
0038787,Notorious (1946)
0038823,PaisÖ (1946)
0038854,The Postman Always Rings Twice (1946)
0038855,The Potted Psalm (1946)
0038890,Roma cittÖ aperta (1945)
0038934,She-Wolf of London (1946)
0038937,Shock (1946)
0038975,The Spiral Staircase (1945)
0038984,A Stolen Life (1946)
0038988,The Strange Love of Martha Ivers (1946)
0038991,The Stranger (1946)
0039017,Terror by Night (1946)
0039035,Till the Clouds Roll By (1946)
0039116,Ziegfeld Follies (1945)
0039152,Angel and the Badman (1947)
0039169,The Bachelor and the Bobby-Soxer (1947)
0039192,Black Narcissus (1947)
0039211,Born to Kill (1947)
0039220,Brighton Rock (1947)
0039266,Christmas Eve (1947)
0039294,Daisy Kenyon (1947)
0039305,Dead Reckoning (1947)
0039306,Dear Murderer (1947)
0039340,Dreams That Money Can Buy (1947)
0039394,The Foxes of Harrow (1947)
0039416,Gentlemans Agreement (1947)
0039417,Germania anno zero (1948)
0039420,The Ghost and Mrs. Muir (1947)
0039428,Golden Earrings (1947)
0039502,It Happened on Fifth Avenue (1947)
0039566,Life with Father (1947)
0039589,Lured (1947)
0039594,The Magic Bow (1946)
0039595,Magic Town (1947)
0039628,Miracle on 34th Street (1947)
0039631,Monsieur Verdoux (1947)
0039651,Nagaya shinshiroku (1947)
0039677,Odd Man Out (1947)
0039689,Out of the Past (1947)
0039694,The Paradine Case (1947)
0039725,Possessed (1947)
0039743,Queen of the Amazons (1947)
0039761,Repeat Performance (1947)
0039808,The Secret Life of Walter Mitty (1947)
0039822,Le silence de la mer (1949)
0039826,Sinbad the Sailor (1947)
0039834,Skepp till India land (1947)
0039927,Tycoon (1947)
0039935,Undercover Maisie (1947)
0039998,The Wistful Widow of Wagon Gap (1947)
0040068,Bud Abbott Lou Costello Meet Frankenstein (1948)
0040160,The Big Clock (1948)
0040185,The Boy with Green Hair (1948)
0040202,Call Northside 777 (1948)
0040242,Command Decision (1948)
0040271,A Date with Judy (1948)
0040308,Easter Parade (1948)
0040427,He Walked by Night (1948)
0040497,Jour de fàte (1949)
0040499,June Bride (1948)
0040505,Kaze no naka no mendori (1948)
0040506,Key Largo (1948)
0040522,Ladri di biciclette (1948)
0040525,The Lady from Shanghai (1947)
0040536,Letter from an Unknown Woman (1948)
0040559,La macchina ammazzacattivi (1952)
0040636,The Naked City (1948)
0040652,The Noose Hangs High (1948)
0040662,Oliver Twist (1948)
0040705,Portrait of Jennie (1948)
0040723,Raw Deal (1948)
0040724,Red River (1948)
0040725,The Red Shoes (1948)
0040746,Rope (1948)
0040751,Ruthless (1948)
0040755,Sal¢n MÇxico (1949)
0040766,Secret Beyond the Door... (1947)
0040795,Sitting Pretty (1948)
0040806,The Snake Pit (1948)
0040866,La terra trema Episodio del mare (1948)
0040876,The Three Musketeers (1948)
0040897,The Treasure of the Sierra Madre (1948)
0040970,The Winslow Boy (1948)
0040978,Yellow Sky (1948)
0040979,Yoidore tenshi (1948)
0041082,A-Haunting We Will Go (1949) 
0041085,Abbott and Costello Meet the Killer Boris Karloff (1949)
0041090,Adams Rib (1949)
0041094,The  s of Ichabod and Mr. Toad (1949) 
0041113,All the Kings Men (1949)
0041154,Banshun (1949)
0041158,The Barkleys of Broadway (1949)
0041162,Batman and Robin (1949)
0041175,The Big Cat (1949)
0041178,The Big Steal (1949)
0041238,Challenge to Lassie (1949)
0041245,The Chiltern Hundreds (1949)
0041259,A Connecticut Yankee in King Arthurs Court (1949)
0041300,The Doctor and the Girl (1949)
0041386,The Fountainhead (1949)
0041387,Francis (1950)
0041423,El gran calavera (1949)
0041452,The Heiress (1949)
0041473,Holiday Affair (1949)
0041507,In the Good Old Summertime (1949)
0041509,The Inspector General (1949)
0041546,Kind Hearts and Coronets (1949)
0041587,A Letter to Three Wives (1949)
0041604,Love Happy (1949)
0041652,Miss Grant Takes Richmond (1949)
0041671,My Dream Is Yours (1949)
0041699,Nora inu (1949)
0041716,On the Town (1949)
0041718,One Last Fling (1949)
0041719,OrphÇe (1950)
0041737,Passport to Pimlico (1949)
0041761,Port of New York (1949)
0041786,The Reckless Moment (1949)
0041841,Sands of Iwo Jima (1949)
0041855,The Secret Garden (1949)
0041866,She Wore a Yellow Ribbon (1949)
0041931,Stromboli (1950)
0041944,Take Me Out to the Ball Game (1949)
0041955,That Forsyte Woman (1949)
0041959,The Third Man (1949)
0041996,Twelve OClock High (1949)
0042004,Under Capricorn (1949)
0042040,Whisky Galore (1949)
0042041,White Heat (1949)
0042176,711 Ocean Drive (1950)
0042179,Abbott and Costello in the Foreign Legion (1950)
0042192,All About Eve (1950)
0042200,Annie Get Your Gun (1950) 
0042208,The Asphalt Jungle (1950)
0042233,Bawre Nain (1950)
0042276,Born Yesterday (1950)
0042332,Cinderella (1950) 
0042369,D.O.A. (1950)
0042384,Day of the Fight (1951)
0042393,Destination Moon (1950)
0042436,Les enfants terribles (1950)
0042524,The Great Rupert (1950)
0042530,Deadly Is the Female (1950)
0042541,The Happiest Days of Your Life (1950)
0042546,Harvey (1950)
0042593,In a Lonely Place (1950)
0042634,Key to the City (1950)
0042779,Nancy Goes to Rio (1950)
0042786,The Next Voice You Hear... (1950)
0042788,Night and the City (1950)
0042792,No Way Out (1950)
0042804,Los olvidados (1950)
0042819,Our Very Own (1950)
0042869,Quicksand (1950)
0042876,Rashmon (1950)
0042895,Rio Grande (1950)
0042906,La ronde (1950)
0042958,Shñbun (1950)
0042960,Side Street (1949)
0042980,So Long at the Fair (1950)
0042994,Stage Fright (1950)
0043012,Summer Stock (1950)
0043014,Sunset Blvd. (1950)
0043048,Till gldje (1950)
0043123,The West Point Story (1950)
0043132,Where the Sidewalk Ends (1950)
0043137,Winchester 73 (1950)
0043153,Young Man with a Horn (1950) 
0043255,Abbott and Costello Meet the Invisible Man (1951)
0043262,Across the Wide Missouri (1951)
0043265,The African Queen (1951)
0043274,Alice in Wonderland (1951)  
0043278,An American in Paris (1951)
0043286,Angels in the Outfield (1951)
0043303,Lauberge rouge (1951)
0043313,Bakushñ (1951)
0043332,Bellissima (1952)
0043335,Best of the Badmen (1951)
0043338,Ace in the Hole (1951)
0043379,Captain Horatio Hornblower R.N. (1951)
0043425,Comin Round the Mountain (1951)
0043456,The Day the Earth Stood Still (1951)
0043461,The Desert Fox The Story of Rommel (1951) Biography 
0043511,Europa 51 (1952)
0043547,Flying Leathernecks (1951)
0043548,Flying Padre An RKO-Pathe Screenliner (1951)
0043560,Fourteen Hours (1951)
0043614,Hakuchi (1951)
0043618,Happy Go Lovely (1951)
0043639,La hija del enga§o (1951)
0043727,Laughter in Paradise (1951)
0043728,The Law and the Lady (1951)
0043778,The Man from Planet X (1951)
0043781,Man in the Saddle (1951)
0043809,Miracolo a Milano (1951)
0043813,The Model and the Marriage Broker (1951)
0043827,My Favorite Spy (1951)
0043852,Night Into Morning (1951)
0043859,No Highway (1951)
0043915,People Will Talk (1951)
0043924,A Place in the Sun (1951)
