auctionid,bid,bidtime,bidder,bidderrate,openbid,price
8211851222,65,6.734225,justin_henty,10,50,161
8211851222,80,6.736042,losiewiczp,1683,50,161
8211851222,67,6.772292,smoothy43m,69,50,161
8211851222,69.01,6.782442,easternlightsphotography,8,50,161
8211851222,71.01,6.792025,sammysdrummer,4,50,161
8211851222,73.01,6.792141,sammysdrummer,4,50,161
8211851222,80,6.801331,em19680,23,50,161
8211851222,85,6.865845,ekhcp,0,50,161
8211851222,100,6.878935,jareem04,0,50,161
8211851222,90,6.908819,wet444we,12,50,161
8211851222,99,6.908993,wet444we,12,50,161
8211851222,120,6.909167,wet444we,12,50,161
8211851222,115,6.937176,wardpfunkdecree,29,50,161
8211851222,140,6.942627,jardo02,12,50,161
8211851222,141,6.951192,jardo02,12,50,161
8211851222,130,6.968461,wet444we,12,50,161
8211851222,140,6.968715,wet444we,12,50,161
8211851222,150,6.968912,wet444we,12,50,161
8211851222,150,6.979595,jardo02,12,50,161
8211851222,160,6.979699,jardo02,12,50,161
8211851222,161,6.979896,ojigun,238,50,161
8212110388,15,0.889618,steph4197,17,1,61
8212110388,1.25,1.02463,mtns1208,3,1,61
8212110388,2,1.024965,mtns1208,3,1,61
8212110388,5,2.113299,sweetie6684,162,1,61
8212110388,7.51,2.477512,jimwrex,50,1,61
8212110388,30,2.925903,elroyjettson,13,1,61
8212110388,20,3.876968,steph4197,17,1,61
8212110388,25,3.877176,steph4197,17,1,61
8212110388,30,3.877384,steph4197,17,1,61
8212110388,31,3.879213,steph4197,17,1,61
8212110388,35,6.249074,r669craz,0,1,61
8212110388,40,6.68191,bizzyb0ne,140,1,61
8212110388,44,6.698889,panache640,37,1,61
8212110388,43,6.806516,donnaj666,0,1,61
8212110388,45,6.806863,donnaj666,0,1,61
8212110388,46,6.99419,sherin208,2,1,61
8212110388,48,6.996725,donnaj666,0,1,61
8212110388,50,6.997176,sherin208,2,1,61
8212110388,51,6.997824,donnaj666,0,1,61
8212110388,52,6.998576,sherin208,2,1,61
8212110388,53,6.999062,sherin208,2,1,61
8212110388,56,6.999178,donnaj666,0,1,61
8212110388,55,6.999306,alarpi,0,1,61
8212110388,61,6.999433,sherin208,2,1,61
8212110388,58,6.999618,alarpi,0,1,61
8212110388,60,6.999757,alarpi,0,1,61
8212110388,61,6.99978,sherin208,2,1,61
8212116757,50,4.3764,juan52501,2,49.99,167.5
8212116757,100,4.376609,juan52501,2,49.99,167.5
8212116757,51,6.108681,tchick4270,69,49.99,167.5
8212116757,95,6.176505,victoriakelly,164,49.99,167.5
8212116757,125,6.787303,hotjesq,0,49.99,167.5
8212116757,105,6.940451,dune457,8,49.99,167.5
8212116757,110,6.97875,jya2003,0,49.99,167.5
8212116757,115,6.982141,jya2003,0,49.99,167.5
8212116757,120,6.994815,runnerpiano,106,49.99,167.5
8212116757,167.5,6.997766,p_man117,1,49.99,167.5
8212116757,130,6.99853,jya2003,0,49.99,167.5
8212116757,135,6.998715,jya2003,0,49.99,167.5
8212116757,140,6.9989,jya2003,0,49.99,167.5
8212116757,145,6.99912,jya2003,0,49.99,167.5
8212116757,150,6.999306,jya2003,0,49.99,167.5
8212116757,167.5,6.999363,p_man117,1,49.99,167.5
8212116757,155,6.999491,jya2003,0,49.99,167.5
8212116757,160,6.999687,jya2003,0,49.99,167.5
8212116757,165,6.999884,jya2003,0,49.99,167.5
8212122220,75,6.753715,azn418,0,75,100
8212122220,100,6.948808,gladimacowgirl,58,75,100
8212122220,80,6.959699,pe55usn,18,75,100
8212122220,88.88,6.972072,sethskf,930,75,100
8212122220,95,6.999826,wireguy72,5,75,100
8212122220,100,6.999919,wireguy72,5,75,100
8212135847,30,0.007581,lpnmichy70,0,24.5,126
8212135847,25,0.142951,hokeybird12,1,24.5,126
8212135847,30,0.143044,hokeybird12,1,24.5,126
8212135847,31.5,0.143241,hokeybird12,1,24.5,126
8212135847,50,1.949155,riggsy58,6,24.5,126
8212135847,33.5,2.122477,hokeybird12,1,24.5,126
8212135847,40,2.122593,hokeybird12,1,24.5,126
8212135847,45,2.12272,hokeybird12,1,24.5,126
8212135847,50,2.122824,hokeybird12,1,24.5,126
8212135847,55,2.122905,hokeybird12,1,24.5,126
8212135847,60,4.066991,riggsy58,6,24.5,126
8212135847,60,4.812859,kevinb2999,6,24.5,126
8212135847,63,4.813356,kevinb2999,6,24.5,126
8212135847,62,6.619792,rcajstein,20,24.5,126
8212135847,75,6.619988,rcajstein,20,24.5,126
8212135847,70,6.729641,philandash7703,25,24.5,126
8212135847,80,6.729745,philandash7703,25,24.5,126
8212135847,82,6.824444,rcajstein,20,24.5,126
8212135847,125,6.946771,p_man117,1,24.5,126
8212135847,90,6.952153,davidbresler2,1,24.5,126
8212135847,101,6.952292,davidbresler2,1,24.5,126
8212135847,106,6.987813,joshuatalbott24,0,24.5,126
8212135847,111,6.988021,joshuatalbott24,0,24.5,126
8212135847,116,6.988229,joshuatalbott24,0,24.5,126
8212135847,121,6.989641,joshuatalbott24,0,24.5,126
8212135847,126,6.989803,joshuatalbott24,0,24.5,126
8212140993,20,0.005035,chevy35084,4,9.99,306
8212140993,20,0.939965,augustus_xavier,0,9.99,306
8212140993,20.5,0.940093,augustus_xavier,0,9.99,306
8212140993,30,1.21897,danab43,1,9.99,306
8212140993,31,1.219549,danab43,1,9.99,306
8212140993,25,1.860729,babygirljrt,0,9.99,306
8212140993,30,1.860903,babygirljrt,0,9.99,306
8212140993,35,1.861076,babygirljrt,0,9.99,306
8212140993,40,1.861192,babygirljrt,0,9.99,306
8212140993,60,1.861273,babygirljrt,0,9.99,306
8212140993,70,1.861377,babygirljrt,0,9.99,306
8212140993,75,1.865868,babygirljrt,0,9.99,306
8212140993,76,1.884039,babygirljrt,0,9.99,306
8212140993,75,2.19816,poolnspaman,76,9.99,306
8212140993,85,2.98816,scott5693,5,9.99,306
8212140993,90,2.988345,scott5693,5,9.99,306
8212140993,95,2.988507,scott5693,5,9.99,306
8212140993,80,5.897083,trauma419,0,9.99,306
8212140993,82,5.89728,trauma419,0,9.99,306
8212140993,90,5.8975,trauma419,0,9.99,306
8212140993,92,5.89772,trauma419,0,9.99,306
8212140993,100,5.897928,trauma419,0,9.99,306
8212140993,100,6.016597,mclennon2118,0,9.99,306
8212140993,110,6.016875,mclennon2118,0,9.99,306
8212140993,115,6.080486,trauma419,0,9.99,306
8212140993,120,6.106273,daveonbay,3,9.99,306
8212140993,120,6.176817,tausmaster,48,9.99,306
8212140993,130,6.177199,tausmaster,48,9.99,306
8212140993,135,6.177338,tausmaster,48,9.99,306
8212140993,130,6.248484,craiggers03,6,9.99,306
8212140993,135,6.402141,mac_ranch,,9.99,306
8212140993,145,6.402384,mac_ranch,,9.99,306
8212140993,140,6.415937,justchilling35,3,9.99,306
8212140993,200,6.462755,biznezb4plezure,10,9.99,306
8212140993,306,6.857407,justchilling35,3,9.99,306
8212140993,218,6.904745,loraron513,27,9.99,306
8212140993,225,6.904919,loraron513,27,9.99,306
8212140993,238,6.979259,loraron513,27,9.99,306
8212140993,243,6.979468,loraron513,27,9.99,306
8212140993,268,6.99897,loraron513,27,9.99,306
8212140993,285,6.99941,loraron513,27,9.99,306
8212140993,301,6.999687,loraron513,27,9.99,306
8212143601,101.5,4.035972,tracey1089,5,80,167.5
8212143601,101.69,6.768021,janlan7,25,80,167.5
8212143601,104.2,6.909745,janlan7,25,80,167.5
8212143601,106.51,6.911956,janlan7,25,80,167.5
8212143601,150,6.915069,janlan7,25,80,167.5
8212143601,150,6.93537,drew32fb,33,80,167.5
8212143601,167.5,6.935498,drew32fb,33,80,167.5
8212143601,160,6.981389,unique82me,0,80,167.5
8212143601,165,6.981528,unique82me,0,80,167.5
8212145833,5,0.305058,davgig,21,5,132.5
8212145833,10,0.620243,davgig,21,5,132.5
8212145833,5.5,0.975012,jafarabu,0,5,132.5
8212145833,7,0.975069,jafarabu,0,5,132.5
8212145833,20,2.042002,wacquiekatt,0,5,132.5
8212145833,20,2.218762,davgig,21,5,132.5
8212145833,30,2.219502,davgig,21,5,132.5
8212145833,50.01,2.8325,davgig,21,5,132.5
8212145833,21,3.316447,mrsbeck123,1,5,132.5
8212145833,50.01,3.966065,honnabear,36,5,132.5
8212145833,51.01,4.010671,honnabear,36,5,132.5
8212145833,80.01,4.133889,davgig,21,5,132.5
8212145833,80,5.803634,shaylabeau,28,5,132.5
8212145833,90,6.668958,dac350,20,5,132.5
8212145833,100,6.87103,mhartman0515,2,5,132.5
8212145833,125,6.920764,mhartman0515,2,5,132.5
8212145833,92,6.926157,rcajstein,20,5,132.5
8212145833,95,6.927627,mootzin,1,5,132.5
8212145833,98,6.927789,mootzin,1,5,132.5
8212145833,100,6.927928,mootzin,1,5,132.5
8212145833,105,6.928333,mootzin,1,5,132.5
8212145833,130,6.934549,mhartman0515,2,5,132.5
8212145833,115,6.978634,unique82me,0,5,132.5
8212145833,120,6.978796,unique82me,0,5,132.5
8212145833,130,6.9789,unique82me,0,5,132.5
8212145833,132.5,6.980231,mhartman0515,2,5,132.5
8212157034,85,0.750174,bgpet,10,80,152.5
8212157034,82,2.901181,ravshan2005soccer,0,80,152.5
8212157034,90,6.115486,tausmaster,48,80,152.5
8212157034,110,6.138368,tausmaster,48,80,152.5
8212157034,87,6.779468,2005winstonc,0,80,152.5
8212157034,90,6.779664,2005winstonc,0,80,152.5
8212157034,95,6.925255,sirector,15,80,152.5
8212157034,100,6.926088,71vdub,12,80,152.5
8212157034,107,6.92735,71vdub,12,80,152.5
8212157034,112,6.927674,71vdub,12,80,152.5
8212157034,120,6.95684,tausmaster,48,80,152.5
8212157034,117,6.960127,ben1801,4,80,152.5
8212157034,122,6.960787,ben1801,4,80,152.5
8212157034,130,6.962222,tausmaster,48,80,152.5
8212157034,150,6.999537,westga33,38,80,152.5
8212157034,140,6.999699,djnoeproductions,17,80,152.5
8212157034,150,6.99978,djnoeproductions,17,80,152.5
8212157034,152.5,6.99985,djnoeproductions,17,80,152.5
8212165593,9.99,0.847812,energythug803,0,9.99,142.5
8212165593,14.97,1.684329,nhdweb,63,9.99,142.5
8212165593,15,1.790428,energythug803,0,9.99,142.5
8212165593,25.75,3.36669,msu_cat,0,9.99,142.5
8212165593,50,4.028333,pamela47670,64,9.99,142.5
8212165593,31.33,4.148287,nhdweb,63,9.99,142.5
8212165593,34.93,4.148553,nhdweb,63,9.99,142.5
8212165593,39.98,4.791424,nhdweb,63,9.99,142.5
8212165593,60,5.733322,shaylabeau,28,9.99,142.5
8212165593,60,5.769514,babygirljrt,0,9.99,142.5
8212165593,65,5.769606,babygirljrt,0,9.99,142.5
8212165593,66.66,5.846933,nhdweb,63,9.99,142.5
8212165593,70,6.750347,2005winstonc,0,9.99,142.5
8212165593,80,6.786505,42179odie,0,9.99,142.5
8212165593,73,6.790671,2005winstonc,0,9.99,142.5
8212165593,75,6.790868,2005winstonc,0,9.99,142.5
8212165593,80,6.793565,2005winstonc,0,9.99,142.5
8212165593,90,6.897396,42179odie,0,9.99,142.5
8212165593,100.05,6.905255,bandaid86,71,9.99,142.5
8212165593,100,6.959988,ceci415,50,9.99,142.5
8212165593,105,6.969144,kjbatey1981,8,9.99,142.5
8212165593,132.99,6.988113,oldskool988,0,9.99,142.5
8212165593,140,6.988588,oldskool988,0,9.99,142.5
8212165593,110,6.99287,kjbatey1981,8,9.99,142.5
8212165593,125,6.993079,kjbatey1981,8,9.99,142.5
8212165593,130,6.997812,kjbatey1981,8,9.99,142.5
8212165593,135,6.998183,kjbatey1981,8,9.99,142.5
8212165593,142.5,6.998368,davidbresler2,1,9.99,142.5
8212170033,75,0.045359,gdiehm,192,75,125
8212170033,76,6.940556,ashcj,16,75,125
8212170033,125,6.94088,ashcj,16,75,125
8212170033,80,6.947674,jedihermit,38,75,125
8212170033,85,6.947836,jedihermit,38,75,125
8212170033,87,6.948449,blusun25,25,75,125
8212170033,90,6.948553,blusun25,25,75,125
8212170033,92,6.985972,cowboysok,2,75,125
8212170033,95,6.986181,cowboysok,2,75,125
8212170033,100,6.986771,cowboysok,2,75,125
8212170033,105.5,6.989306,aoprescott,3,75,125
8212170033,112,6.991019,lonewolf08068,6,75,125
8212170033,117.5,6.991204,lonewolf08068,6,75,125
8212170033,125,6.993565,ashcj,16,75,125
8212170033,122.5,6.993611,lonewolf08068,6,75,125
8212170033,125,6.995324,ashcj,16,75,125
8212182237,75,1.945394,death_urge0,126,50,112.5
8212182237,112.5,4.752164,aceman7358,0,50,112.5
8212182237,80,5.659225,chinaualnarran,22,50,112.5
8212182237,98.88,6.232141,smoothdudek,8,50,112.5
8212182237,110,6.446597,chinaualnarran,22,50,112.5
8212183207,25,0.00331,pinebox1024,5,0.99,100.5
8212183207,2,0.536076,pault1982bowling,0,0.99,100.5
8212183207,5,0.559201,pault1982bowling,0,0.99,100.5
8212183207,10,0.559502,pault1982bowling,0,0.99,100.5
8212183207,25,0.916134,finalz212,0,0.99,100.5
8212183207,30,0.917118,finalz212,0,0.99,100.5
8212183207,30,2.042488,pinebox1024,5,0.99,100.5
8212183207,35,2.042616,pinebox1024,5,0.99,100.5
8212183207,32,5.967836,runnerpiano,106,0.99,100.5
8212183207,50.99,6.42728,lilredtick,82,0.99,100.5
8212183207,38,6.541308,danielle410history,1,0.99,100.5
8212183207,41,6.541435,danielle410history,1,0.99,100.5
8212183207,44,6.541597,danielle410history,1,0.99,100.5
8212183207,50,6.541713,danielle410history,1,0.99,100.5
8212183207,52,6.541991,danielle410history,1,0.99,100.5
8212183207,52.99,6.601991,gokeefe163,13,0.99,100.5
8212183207,74.99,6.602431,gokeefe163,13,0.99,100.5
8212183207,80,6.603345,gokeefe163,13,0.99,100.5
8212183207,54,6.652789,tino6996,10,0.99,100.5
8212183207,60.99,6.694931,lilredtick,82,0.99,100.5
8212183207,65.99,6.695127,lilredtick,82,0.99,100.5
8212183207,80.99,6.695301,lilredtick,82,0.99,100.5
8212183207,85,6.941609,thebabysitta,9,0.99,100.5
8212183207,85.98,6.950949,summoboy,113,0.99,100.5
8212183207,100.5,6.968542,aoprescott,3,0.99,100.5
8212183207,100.01,6.987292,alsald,21,0.99,100.5
8212190120,22.22,4.537535,Private,,12.99,28
8212190120,15,4.769734,Private,,12.99,28
8212190120,22,4.769815,Private,,12.99,28
8212190120,22.72,6.738773,Private,,12.99,28
8212190120,24,6.753611,Private,,12.99,28
8212190120,25,6.857685,Private,,12.99,28
8212190120,25,6.943333,Private,,12.99,28
8212190120,28,6.989757,Private,,12.99,28
8212190120,27,6.999931,Private,,12.99,28
8212198987,65,2.785741,adriane1622,0,50,157.5
8212198987,55,3.797164,msu_cat,0,50,157.5
8212198987,60,4.899491,suhail2917,0,50,157.5
8212198987,70,4.899688,suhail2917,0,50,157.5
8212198987,75,5.575208,mesamirage,50,50,157.5
8212198987,85,5.575324,mesamirage,50,50,157.5
8212198987,107,6.026181,ryanjdiaz,73,50,157.5
8212198987,110,6.049213,mesamirage,50,50,157.5
8212198987,120,6.59316,7906jessica,0,50,157.5
8212198987,125,6.694606,mesamirage,50,50,157.5
8212198987,130,6.739896,7906jessica,0,50,157.5
8212198987,150,6.952986,runnerpiano,106,50,157.5
8212198987,135,6.99441,mesamirage,50,50,157.5
8212198987,140,6.994514,mesamirage,50,50,157.5
8212198987,145,6.996597,mesamirage,50,50,157.5
8212198987,157.5,6.998877,flamevt,4,50,157.5
8212198987,155,6.999514,mesamirage,50,50,157.5
8212236671,9.99,0.336817,shelli99499,3,9.99,96
8212236671,20,0.337106,shelli99499,3,9.99,96
8212236671,25.75,2.968669,msu_cat,0,9.99,96
8212236671,27,3.627292,rob3482,0,9.99,96
8212236671,30,6.268009,bigmanz2004,1,9.99,96
8212236671,29,6.271782,rob3482,0,9.99,96
8212236671,35,6.305243,r669craz,0,9.99,96
8212236671,32,6.372593,bigmanz2004,1,9.99,96
8212236671,35,6.372708,bigmanz2004,1,9.99,96
8212236671,38,6.372812,bigmanz2004,1,9.99,96
8212236671,40,6.405231,raymond1725,0,9.99,96
8212236671,40,6.408912,bigmanz2004,1,9.99,96
8212236671,42,6.409016,bigmanz2004,1,9.99,96
8212236671,45,6.469317,okjam,14,9.99,96
8212236671,45,6.47147,raymond1725,0,9.99,96
8212236671,50,6.471748,raymond1725,0,9.99,96
8212236671,47.3,6.476667,okjam,14,9.99,96
8212236671,50,6.511516,bigmanz2004,1,9.99,96
8212236671,51.5,6.511667,bigmanz2004,1,9.99,96
8212236671,70,6.514931,young-gdog,0,9.99,96
8212236671,54,6.51588,bigmanz2004,1,9.99,96
8212236671,57,6.515995,bigmanz2004,1,9.99,96
8212236671,60,6.516123,bigmanz2004,1,9.99,96
8212236671,65,6.51625,bigmanz2004,1,9.99,96
8212236671,68,6.516377,bigmanz2004,1,9.99,96
8212236671,70,6.516493,bigmanz2004,1,9.99,96
8212236671,75,6.516586,bigmanz2004,1,9.99,96
8212236671,75,6.709271,jumbolya,146,9.99,96
8212236671,85,6.746921,pe55usn,18,9.99,96
8212236671,80,6.747234,gembuyers,25,9.99,96
8212236671,82,6.75162,bigmanz2004,1,9.99,96
8212236671,84.99,6.751782,bigmanz2004,1,9.99,96
8212236671,86,6.76103,thad1984,9,9.99,96
8212236671,90,6.764792,pe55usn,18,9.99,96
8212236671,88,6.765509,thad1984,9,9.99,96
8212236671,90,6.765613,thad1984,9,9.99,96
8212236671,91,6.765718,thad1984,9,9.99,96
8212236671,92,6.766019,bigmanz2004,1,9.99,96
8212236671,93,6.766794,thad1984,9,9.99,96
8212236671,94,6.767778,thad1984,9,9.99,96
8212236671,94,6.778287,bigmanz2004,1,9.99,96
8212236671,95,6.77838,bigmanz2004,1,9.99,96
8212236671,96,6.810451,lawitemsandetc,208,9.99,96
8212237522,45,1.289236,josh3892k,0,40,102.5
8212237522,100,1.712477,truespace713,1,40,102.5
8212237522,55,6.525637,moddingexpert,29,40,102.5
8212237522,70,6.525926,moddingexpert,29,40,102.5
8212237522,89.99,6.60235,lilwaynejr123,10,40,102.5
8212237522,95,6.602581,lilwaynejr123,10,40,102.5
8212237522,98,6.756447,4687daisy,2,40,102.5
8212237522,100,6.756644,4687daisy,2,40,102.5
8212237522,102.5,6.756817,4687daisy,2,40,102.5
8212237522,102.5,6.760208,4687daisy,2,40,102.5
8212248443,25,0.188924,paulas6215,6,25,82.02
8212248443,30,0.195914,whiskyrebel,3,25,82.02
8212248443,27,0.240255,paulas6215,6,25,82.02
8212248443,29,0.240602,paulas6215,6,25,82.02
8212248443,31,0.240949,paulas6215,6,25,82.02
8212248443,33,0.297593,paulas6215,6,25,82.02
8212248443,35,0.297986,paulas6215,6,25,82.02
8212248443,38,0.647662,whiskyrebel,3,25,82.02
8212248443,40,0.647847,whiskyrebel,3,25,82.02
8212248443,37,2.5936,bts540,4,25,82.02
8212248443,39,2.594421,bts540,4,25,82.02
8212248443,41,2.594653,bts540,4,25,82.02
8212248443,50,3.557234,bts540,4,25,82.02
8212248443,72.22,6.548056,rcajstein,20,25,82.02
8212248443,80.08,6.548738,rcajstein,20,25,82.02
8212248443,55,6.549398,64pman,14,25,82.02
8212248443,57,6.549583,64pman,14,25,82.02
8212248443,65,6.582731,jj_idaho,1,25,82.02
8212248443,70.01,6.628912,bluebob_6,40,25,82.02
8212248443,75.01,6.629051,bluebob_6,40,25,82.02
8212248443,78.01,6.629178,bluebob_6,40,25,82.02
8212248443,81.02,6.629363,bluebob_6,40,25,82.02
8212248443,82.02,6.851725,jj_idaho,1,25,82.02
8212264580,29.99,1.434954,dwainessa123,32,29.99,127.51
8212264580,31,4.328322,babygirljrt,0,29.99,127.51
8212264580,40,5.191493,sukmaipagoda,218,29.99,127.51
8212264580,35,5.278773,babygirljrt,0,29.99,127.51
8212264580,40,5.278843,babygirljrt,0,29.99,127.51
8212264580,45,5.278924,babygirljrt,0,29.99,127.51
8212264580,100,6.094178,bs575,2,29.99,127.51
8212264580,50,6.309826,sukmaipagoda,218,29.99,127.51
8212264580,60,6.309907,sukmaipagoda,218,29.99,127.51
8212264580,70,6.569907,sukmaipagoda,218,29.99,127.51
8212264580,75,6.696169,juanangel80,2,29.99,127.51
8212264580,80,6.697141,juanangel80,2,29.99,127.51
8212264580,85,6.697454,juanangel80,2,29.99,127.51
8212264580,90,6.698831,juanangel80,2,29.99,127.51
8212264580,100,6.798947,juanangel80,2,29.99,127.51
8212264580,127.51,6.899572,alsald,21,29.99,127.51
8212264580,105,6.998519,dieglad,1,29.99,127.51
8212264580,110.01,6.998681,damch47d,16,29.99,127.51
8212264580,115.01,6.998889,damch47d,16,29.99,127.51
8212264580,120.01,6.999086,damch47d,16,29.99,127.51
8212264580,127.51,6.999549,alsald,21,29.99,127.51
8212264580,125.01,6.999664,damch47d,16,29.99,127.51
8212268905,95,2.998032,chinozzz,324,85,130
8212268905,100,6.533229,runnerpiano,106,85,130
8212268905,120,6.631574,dpbspb,42,85,130
8212268905,125,6.855949,oldmilw,4,85,130
8212268905,125,6.880579,meganliz89,76,85,130
8212268905,127.5,6.880822,meganliz89,76,85,130
8212268905,130,6.913854,scotches_2,16,85,130
8212272351,90,5.489051,matwod,23,75,125
8212272351,80,6.929954,imecc,11,75,125
8212272351,110,6.996134,vt_james,25,75,125
8212272351,95,6.997187,dbecerraii,18,75,125
8212272351,97,6.997396,dbecerraii,18,75,125
8212272351,100,6.997546,dbecerraii,18,75,125
8212272351,110,6.997847,dbecerraii,18,75,125
8212272351,125,6.998206,dbecerraii,18,75,125
8212272351,125,6.99875,vt_james,25,75,125
8212277835,150,6.650475,jjscoug,24,150,152.5
8212277835,152.5,6.9139,rockyg418,15,150,152.5
8212277835,152.5,6.914688,rockyg418,15,150,152.5
8212339045,15,0.278727,cardo8,0,0.99,177.5
8212339045,2,0.812407,lisa24603,92,0.99,177.5
8212339045,3,0.815231,jaddee2,0,0.99,177.5
8212339045,3.5,0.844167,markman58,3,0.99,177.5
8212339045,10,1.29537,fivebambam6,97,0.99,177.5
8212339045,20,1.295521,fivebambam6,97,0.99,177.5
8212339045,20,1.348299,davgig,21,0.99,177.5
8212339045,30,1.348461,davgig,21,0.99,177.5
8212339045,21,5.985637,minipc1,104,0.99,177.5
8212339045,25,6.129988,hawker_dude,3,0.99,177.5
8212339045,125,6.141968,hawker_dude,3,0.99,177.5
8212339045,32,6.19088,john0050-1,5,0.99,177.5
8212339045,35,6.191134,john0050-1,5,0.99,177.5
8212339045,100,6.255556,mustoe31,3,0.99,177.5
8212339045,110,6.686551,scotches_2,16,0.99,177.5
8212339045,152.5,6.847234,esooners36,3,0.99,177.5
8212339045,130,6.896771,minipc1,104,0.99,177.5
8212339045,150.25,6.916053,drosiers,84,0.99,177.5
8212339045,165,6.916181,drosiers,84,0.99,177.5
8212339045,175,6.978623,dpbspb,42,0.99,177.5
8212339045,177.5,6.995058,glasgow3219,0,0.99,177.5
8212359174,3,0.023403,jafarabu,1,3,222.5
8212359174,20,0.148484,zachkohn,3,3,222.5
8212359174,15.25,0.753866,rose_0417,3,3,222.5
8212359174,21.25,0.754039,rose_0417,3,3,222.5
8212359174,30,0.808171,zachkohn,3,3,222.5
8212359174,25,0.911366,bobbyjpalma,0,3,222.5
8212359174,27,0.911539,bobbyjpalma,0,3,222.5
8212359174,30,0.91169,bobbyjpalma,0,3,222.5
8212359174,50,1.578773,zachkohn,3,3,222.5
8212359174,32,1.760694,jimmhumm,1,3,222.5
8212359174,34,1.761019,jimmhumm,1,3,222.5
8212359174,36,1.761146,jimmhumm,1,3,222.5
8212359174,50,2.300174,swainpd,1,3,222.5
8212359174,60,2.557222,zachkohn,3,3,222.5
8212359174,52.5,2.928854,jimmhumm,1,3,222.5
8212359174,55,2.928981,jimmhumm,1,3,222.5
8212359174,60,2.929109,jimmhumm,1,3,222.5
8212359174,65,2.92934,jimmhumm,1,3,222.5
8212359174,100,3.642604,supraman502,246,3,222.5
8212359174,100,3.814722,jimmhumm,1,3,222.5
8212359174,125,3.814931,jimmhumm,1,3,222.5
8212359174,105,6.779942,jonkocinski,9,3,222.5
8212359174,115.75,6.780197,jonkocinski,9,3,222.5
8212359174,125,6.780347,jonkocinski,9,3,222.5
8212359174,130,6.780463,jonkocinski,9,3,222.5
8212359174,135.75,6.780625,jonkocinski,9,3,222.5
8212359174,130,6.927512,chuck31687,6,3,222.5
8212359174,135,6.92772,chuck31687,6,3,222.5
8212359174,138.25,6.927882,chuck31687,6,3,222.5
8212359174,140.75,6.928299,sbarto99,28,3,222.5
8212359174,155.75,6.934155,dtoler69,2,3,222.5
8212359174,175,6.934861,dtoler69,2,3,222.5
8212359174,155,6.975752,brimclain,188,3,222.5
8212359174,160,6.975891,brimclain,188,3,222.5
8212359174,165,6.979803,zachkohn,3,3,222.5
8212359174,170,6.979884,zachkohn,3,3,222.5
8212359174,180,6.979988,zachkohn,3,3,222.5
8212359174,200,6.981227,zachkohn,3,3,222.5
